year,result,school,program,full_or_part,scholarship,nationality,UGPA,graduate_gpa,GRE_Q,GRE_V,GRE_AWA,TOEFL,submitted,days_to_result,updated
2025,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.81,,169,152,3.5,107,,61,5/2/25
2025,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇺🇸,3.85,3.85,,,,,,118,5/1/25
2025,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇩,3.8,3.8,,,,,,60,5/1/25
2025,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,"$15,000",🇮🇳,3.71,3.71,170,158,4.0,,,151,5/1/25
2025,Accepted,University of Chicago,MS in Financial Mathematics Online UGPA: 3.95,,,🇨🇳,3.95,,169,163,,,,113,5/1/25
2025,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.84,3.84,170,160,4.5,114,,63,5/1/25
2025,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇮🇳,3.24,,168,152,3.5,,,116,5/1/25
2025,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.57,,170,159,5,110,,150,5/1/25
2025,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.2,,170,158,3.5,,,60,5/1/25
2025,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,"$12,000",🇨🇭,3.8,,170,155,3.5,102,,110,5/1/25
2025,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,"$8,000",🇨🇭,3.8,,170,155,3.5,102,,114,5/1/25
2025,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.6,,170,157,,107,,89,5/1/25
2025,Enrolled,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇨🇳,3.70,,167,142,3.5,101,,60,4/30/25
2025,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇺🇸,3.06,,170,159,5,,,116,4/30/25
2025,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇮🇳,3.75,,,,,,,113,4/30/25
2025,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,"$28,350",🇺🇸,4.0,,,,,,,116,4/30/25
2025,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.70,,167,142,3.5,101,,135,4/30/25
2025,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,"$37,800",🇺🇸,3.63,,168,163,5.0,116,,40,4/30/25
2025,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇮🇳,3.9,3.9,,,,,,111,4/30/25
2025,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,"$9,450",🇮🇳,4,4,,,,,,40,4/30/25
2025,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,"$9,450",🇮🇳,3.84,3.84,170,160,4.5,114,,50,4/30/25
2025,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.43,,170,162,3.5,105,,41,4/29/25
2025,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇨🇳,3.43,,170,162,3.5,105,,117,4/29/25
2025,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇮🇩,3.8,3.8,,,,,,40,4/29/25
2025,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,"$18,900",🇨🇳,3.77,3.77,170,159,4,,,41,4/29/25
2025,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇸🇬,3.64,3.64,170,154,3.5,,,71,4/29/25
2025,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,"$28,350",🇺🇸,3.68,,,,,,,68,4/29/25
2025,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇬🇧,4.0,,,,,,,103,4/29/25
2026,Accepted,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇨🇴,3.7,3.7,165,150,3.5,,,28,4/29/25
2025,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇴,3.7,3.7,165,150,3.5,,,105,4/29/25
2026,Accepted,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇺🇸,3.97,,170,158,5.0,,,38,4/29/25
2025,Accepted,University College London,MSc Computational Finance,Full-Time,,🇨🇭,3.8,,170,155,3.5,102,,47,4/28/25
2025,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇭,3.8,,170,155,3.5,102,,100,4/28/25
2025,Rejected,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,🇻🇳,3.83,,167,153,3.5,,,92,4/28/25
2025,Waitlisted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇹🇼,3.8,,,,,,,,4/28/25
2025,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,,🇨🇳,3.97,,,,,,,28,4/28/25
2025,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇨🇳,3.97,,,,,,,16,4/27/25
2025,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.97,,,,,,,9,4/27/25
2025,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇰🇷,3.65,3.75,,,,,,102,4/27/25
2025,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.9,3.9,170,165,,,,113,4/27/25
2025,Waitlisted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.9,3.9,170,165,,,,,4/27/25
2026,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,3.8,3.6,167,160,4,,,54,4/27/25
2025,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,3.96,,167,170,3.5,,,102,4/27/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.97,,,,,,,34,4/27/25
2025,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.97,,,,,,,102,4/27/25
2025,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.31,3.371,170,153,3.5,,,103,4/27/25
2025,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.27,,170,158,,,,102,4/27/25
2025,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.38,3.24,170,159,4.5,,,103,4/27/25
2025,Accepted,UZH ETH,MS in Quantitative Finance,Full-Time,,🇨🇳,3.9,,,,,,,101,4/27/25
2025,Rejected,LSE,MSc Financial Mathematics,Full-Time,,🇰🇷,3.6,3.6,,,,,,29,4/26/25
2025,Accepted,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,🇰🇷,3.6,3.6,,,,,,152,4/26/25
2025,Waitlisted,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,4.0,,170,168,3.5,,,,4/26/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,4.0,,170,157,4.0,109,,26,4/25/25
2025,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,4.0,,170,157,4.0,109,,123,4/25/25
2025,Waitlisted,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.82,,170,158,4.0,109,,,4/24/25
2025,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,"$8,000",🇺🇸,3.63,,168,163,5.0,116,,46,4/24/25
2025,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,"$8,000",🇮🇳,3.54,,168,161,4.0,,,65,4/24/25
2025,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,"$35,000",🇮🇳,3.27,,170,158,,,,80,4/23/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.24,,168,152,3.5,,,82,4/23/25
2024,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇴,3.36,3.5,,,,,,61,4/23/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇺🇸,3.78,,,,,,,125,4/23/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.43,,170,162,3.5,105,,22,4/22/25
2025,Waitlisted,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.87,,170,166,4,,,,4/22/25
2025,Enrolled,North Carolina State University,Master in Financial Mathematics,Full-Time,,🇮🇳,4,,,,,,,23,4/22/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇬🇧,4.0,,,,,,,24,4/22/25
2025,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,,🇬🇧,4.0,,,,,,,31,4/22/25
2025,Rejected,Cornell University,Master in Financial Engineering,Part-Time,,🇺🇸,3.1,,165,170,5,,,142,4/22/25
2025,Accepted,University of Southern California,MS in Financial Engineering,Full-Time,,🇮🇳,3.3,,,,,,,124,4/22/25
2025,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇮🇳,3.3,,,,,,,17,4/22/25
2025,Rejected,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇮🇳,3.3,,,,,,,72,4/22/25
2025,Accepted,Rutgers University,Master of Quantitative Finance,Full-Time,,🇮🇳,3.3,,,,,,,18,4/22/25
2025,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,"$5,000",🇮🇳,3.3,,,,,,,45,4/22/25
2025,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇮🇳,3.3,,,,,,,34,4/22/25
2025,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇮🇳,3.3,,,,,,,138,4/22/25
2025,Rejected,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇵🇰,3.20,,159,153,4.0,,,131,4/22/25
2025,Waitlisted,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,4,3.92,170,158,,,,,4/22/25
2025,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇺🇸,4.0,,170,161,5.5,,,104,4/21/25
2025,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇬🇧,3.9,3.9,168,168,5.5,,,53,4/21/25
2025,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,,🇬🇧,3.9,3.9,168,168,5.5,,,88,4/21/25
2025,Enrolled,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,3.9,,,,,,,67,4/21/25
2025,Enrolled,North Carolina State University,Master in Financial Mathematics,Full-Time,,🇮🇳,3.41,3.41,162,159,4,,,98,4/21/25
2025,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.9,,,,,,,16,4/21/25
2025,Rejected,UZH ETH,MS in Quantitative Finance,Full-Time,,🇮🇹,3.6,3.6,,,,,,43,4/21/25
2025,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,"$37,800",🇺🇸,4.0,,167,157,5.0,,,43,4/20/25
2025,Pending,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.94,3.94,165,145,,,,,4/20/25
2025,Rejected,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,🇮🇳,3.89,,170,159,,113,,70,4/18/25
2025,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.89,,170,159,,113,,90,4/18/25
2025,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇮🇳,3.89,,170,159,,113,,59,4/18/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.89,,170,159,,113,,39,4/18/25
2025,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,3.89,,170,159,,113,,139,4/18/25
2025,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,"$8,000",🇺🇸,3.63,,168,163,5.0,116,,18,4/18/25
2025,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,🇺🇸,3.4,,156,,,,,31,4/18/25
2025,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇺🇸,3.4,,156,,,,,31,4/18/25
2025,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇺🇸,3.4,,156,,,,,42,4/18/25
2025,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,,🇮🇳,3.55,,,,,,,50,4/18/25
2025,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,"$18,900",🇮🇳,3.71,3.71,170,158,4.0,,,43,4/18/25
2025,Enrolled,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.8,3.8,164,152,3,,,75,4/18/25
2025,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.2,,164,170,,,,83,4/17/25
2025,Accepted,North Carolina State University,Master in Financial Mathematics,Full-Time,,🇮🇳,3.1,,,,,,,108,4/17/25
2025,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇺🇸,3.59,,,,,,,16,4/17/25
2025,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇮🇳,3.2,3.2,170,170,,116,,42,4/17/25
2025,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,4.0,,170,157,4.0,109,,88,4/17/25
2025,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇮🇳,4.0,,170,157,4.0,109,,35,4/17/25
2025,Rejected,Imperial College London,MSc Mathematics and Finance,Full-Time,,🇮🇳,4.0,,170,157,4.0,109,,46,4/17/25
2025,Accepted,Erasmus University Rotterdam,MSc in Quantitative Finance,Full-Time,,🇮🇳,4.0,,170,157,4.0,109,,20,4/17/25
2025,Rejected,UZH ETH,MS in Quantitative Finance,Full-Time,,🇮🇳,4.0,,170,157,4.0,109,,50,4/17/25
2025,Accepted,EPFL,Master in Financial Engineering,Full-Time,"$24,000",🇮🇳,4.0,,170,157,4.0,109,,114,4/17/25
2025,Accepted,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,🇮🇳,4.0,,170,157,4.0,109,,50,4/17/25
2025,Waitlisted,Imperial College London,MSc Mathematics and Finance,Part-Time,,🇮🇩,4,,,,,,,,4/16/25
2025,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,"$28,350",🇨🇭,4.0,,167,159,4.0,,,56,4/16/25
2025,Accepted,University of Warwick,MSc Mathematical Finance,Full-Time,,🇬🇧,4,,,,,,,49,4/16/25
2025,Waitlisted,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.9,,170,164,3.5,112,,,4/16/25
2025,Accepted,University of Michigan,MS in Quantitative Finance and Risk Management,Full-Time,,🇨🇳,3.9,,170,164,3.5,112,,55,4/16/25
2025,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.9,,170,164,3.5,112,,104,4/16/25
2025,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.9,,170,164,3.5,112,,43,4/16/25
2025,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇺🇸,3.67,,,,,,,50,4/15/25
2025,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇺🇸,3.66,4,166,169,4.5,,,36,4/15/25
2025,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.91,,170,155,3.5,,,116,4/15/25
2025,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.91,,170,155,3.5,,,89,4/15/25
2025,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.9,,170,164,3.5,112,,61,4/15/25
2025,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.9,,170,164,3.5,112,,71,4/15/25
2025,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,"$27,000",🇨🇳,3.9,,170,164,3.5,112,,50,4/15/25
2025,Rejected,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇮🇳,3.5,,166,153,3.5,,,91,4/15/25
2025,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.95,,,,,,,72,4/15/25
2025,Enrolled,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.7,3.731,,,,,,164,4/14/25
2025,Enrolled,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.5,3.5,170,153,5,111,,84,4/14/25
2025,Enrolled,Stanford University,Mathematical and Computational Finance,Full-Time,,🇮🇸,4,4,163,156,4,113,,72,4/13/25
2025,Enrolled,UZH ETH,MS in Quantitative Finance,Full-Time,,🇬🇧,4.0,,,,,,,111,4/13/25
2025,Accepted,University of Southern California,MS in Financial Engineering,Full-Time,,🇮🇳,3.47,,,,,,,117,4/13/25
2025,Rejected,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇦,3.8,,,,,,,83,4/12/25
2025,Waitlisted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇸🇬,3.7,,169,,,110,,,4/12/25
2025,Rejected,LSE,MSc Financial Mathematics,Full-Time,,🇨🇭,3.8,,170,155,3.5,102,,17,4/12/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.1,,,,,,,34,4/11/25
2025,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,"$30,000",🇮🇳,3.1,,,,,,,22,4/11/25
2025,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇮🇳,3.1,,,,,,,15,4/11/25
2025,Accepted,Rutgers University,Master of Quantitative Finance,Full-Time,,🇮🇳,3.1,,,,,,,11,4/11/25
2025,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇮🇳,3.1,,,,,,,81,4/10/25
2025,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇺🇸,3.85,3.9,168,167,5.5,,,46,4/10/25
2025,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇮🇩,3.8,3.8,,,,,,23,4/10/25
2025,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇩,3.8,3.8,,,,,,75,4/10/25
2025,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇩,3.8,3.8,,,,,,22,4/10/25
2025,Accepted,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇮🇩,3.8,3.8,,,,,,13,4/10/25
2025,Pending,University of Chicago,MS in Financial Mathematics,Full-Time,,🇺🇸,3.70,,,,,,,,4/10/25
2025,Accepted,University of Warwick,MSc Mathematical Finance,Full-Time,,🇸🇬,3.64,3.64,170,154,3.5,,,90,4/10/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.28,,,,,,,17,4/10/25
2025,Pending,Lehigh University,MS in Financial Engineering,Full-Time,,🇻🇪,2.89,,,,,,,,4/9/25
2025,Enrolled,Rutgers University,Master of Quantitative Finance,Full-Time,,🇻🇪,2.89,,,,,,,6,4/9/25
2025,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,"$10,000",🇻🇪,2.89,,,,,,,18,4/9/25
2025,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,"$6,000",🇻🇪,2.89,,,,,,,9,4/9/25
2025,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇻🇪,2.89,,,,,,,6,4/9/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇻🇪,2.89,,,,,,,50,4/9/25
2025,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,"$12,000",🇮🇳,3.72,3.72,167,160,4.5,,,20,4/9/25
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.57,,,,,,,63,4/9/25
2025,Enrolled,UZH ETH,MS in Quantitative Finance,Full-Time,,🇮🇹,3.7,4,,,,,,113,4/9/25
2025,Enrolled,North Carolina State University,Master in Financial Mathematics,Full-Time,,🇮🇳,3.51,,170,157,4,,,14,4/9/25
2025,Accepted,North Carolina State University,Master in Financial Mathematics,Full-Time,,🇮🇳,3.54,,168,161,4.0,,,63,4/9/25
2025,Accepted,University of Minnesota,Master of Financial Mathematics,Full-Time,,🇻🇳,3.34,3.7,,,,,,137,4/9/25
2025,Pending,University of Chicago,MS in Financial Mathematics,Full-Time,,🇺🇸,4.0,,,,,116,,,4/8/25
2025,Rejected,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇮🇳,3.31,3.371,170,153,3.5,,,78,4/8/25
2025,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇲🇦,3.9,,,,,,,23,4/8/25
2025,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.71,3.71,170,158,4.0,,,69,4/8/25
2025,Accepted,University of Edinburgh,MSc Computational Mathematical Finance,Full-Time,,🇮🇳,3.7,,,,,,,6,4/8/25
2025,Enrolled,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.86,,170,155,,,,73,4/7/25
2025,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇺🇸,3.48,,170,,,,,16,4/7/25
